YearBuilt,YearRemodeled,Condition,FinSqFt,Cooling,FP_Open,Bedroom,FullBath,HalfBath,TotalRooms,LotSize,LandValue,ImprovementsValue,TotalValue,LastSalePrice,LastSaleDate,ESDistrict,MSDistrict,HSDistrict,CensusTract,Age,Remodeled,FP
1999,NA,Average,1816,Central Air,1,3,2,1,6,0.207,110000,281700,391700,295000,07/06/2007,Mountain View,Walton,Monticello,113.03,23,0,1
1999,NA,Good,1304,Central Air,1,3,2,0,5,0.164,110000,214400,324400,327000,09/30/2021,Mountain View,Walton,Monticello,113.03,23,0,1
2000,NA,Average,1311,Central Air,1,2,2,0,5,0.167,110000,210600,320600,166500,06/05/2003,Mountain View,Walton,Monticello,113.03,22,0,1
2001,2019,Excellent,1480,Central Air,1,3,2,1,6,0.107,110000,242700,352700,275500,05/27/2020,Mountain View,Walton,Monticello,113.03,21,1,1
2001,NA,Average,1979,Central Air,1,3,2,1,6,0.131,110000,276600,386600,225000,06/06/2011,Mountain View,Walton,Monticello,113.03,21,0,1
2001,NA,Average,1480,Central Air,1,3,2,1,6,0.127,110000,213700,323700,240000,05/29/2008,Mountain View,Walton,Monticello,113.03,21,0,1
2001,NA,Average,1556,Central Air,1,3,2,1,6,0.125,110000,235400,345400,229000,08/13/2014,Mountain View,Walton,Monticello,113.03,21,0,1
2000,NA,Average,1568,Central Air,1,3,2,1,6,0.12,110000,232500,342500,271000,05/16/2019,Mountain View,Walton,Monticello,113.03,22,0,1
2000,NA,Average,1480,Central Air,1,3,2,1,6,0.148,110000,213500,323500,0,03/15/2022,Mountain View,Walton,Monticello,113.03,22,0,1
2001,NA,Average,1480,Central Air,1,3,3,1,6,0.167,110000,246100,356100,299900,06/12/2018,Mountain View,Walton,Monticello,113.01,21,0,1
2001,NA,Average,1556,Central Air,1,4,3,1,6,0.134,110000,264200,374200,227000,07/17/2013,Mountain View,Walton,Monticello,113.01,21,0,1
2001,NA,Average,1480,Central Air,1,3,2,1,6,0.114,110000,256400,366400,340000,04/23/2021,Mountain View,Walton,Monticello,113.01,21,0,1
2001,NA,Fair,1250,Central Air,2,3,3,0,7,0.129,165000,213000,378000,198435,12/08/2000,Mountain View,Walton,Monticello,113.01,21,0,1
1998,NA,Average,1334,Central Air,1,3,2,0,4,0.142,181500,234300,415800,165956,07/10/1998,Mountain View,Walton,Monticello,113.01,24,0,1
1998,NA,Average,2391,Central Air,1,4,2,1,8,0.165,154000,335800,489800,180000,06/02/1999,Mountain View,Walton,Monticello,113.01,24,0,1
2003,NA,Average,1741,Central Air,1,3,2,1,5,0.179,110000,247000,357000,263920,11/16/2018,Mountain View,Walton,Monticello,113.01,19,0,1
2003,NA,Average,1713,Central Air,1,3,2,1,5,0.125,110000,244300,354300,0,12/21/2017,Mountain View,Walton,Monticello,113.01,19,0,1
2003,NA,Average,1777,Central Air,1,3,2,1,5,0.144,110000,250100,360100,0,03/29/2021,Mountain View,Walton,Monticello,113.01,19,0,1
2003,NA,Average,1749,Central Air,1,3,2,1,5,0.157,110000,249200,359200,336000,10/25/2021,Mountain View,Walton,Monticello,113.01,19,0,1
2002,NA,Average,1741,Central Air,1,3,2,1,5,0.137,110000,247000,357000,0,02/26/2021,Mountain View,Walton,Monticello,113.01,20,0,1
2002,NA,Average,1713,Central Air,1,3,2,1,5,0.142,110000,244500,354500,163300,09/27/2002,Mountain View,Walton,Monticello,113.01,20,0,1
1999,NA,Average,2250,Central Air,1,4,2,1,8,0.317,135000,344500,479500,204350,09/01/1999,Mountain View,Walton,Monticello,113.03,23,0,1
1999,NA,Good,1399,Central Air,1,3,2,1,6,0.116,110000,223700,333700,209000,09/30/2011,Mountain View,Walton,Monticello,113.03,23,0,1
1999,NA,Average,1544,Central Air,1,3,2,1,6,0.145,110000,228000,338000,241000,07/01/2016,Mountain View,Walton,Monticello,113.03,23,0,1
1999,NA,Average,1525,Central Air,1,3,2,1,5,0.174,110000,218800,328800,228000,06/15/2016,Mountain View,Walton,Monticello,113.03,23,0,1
1999,NA,Average,1816,Central Air,1,3,2,1,6,0.155,110000,255700,365700,269000,09/19/2017,Mountain View,Walton,Monticello,113.03,23,0,1
1999,NA,Average,1420,Central Air,1,3,2,1,6,0.142,110000,207500,317500,114500,05/11/1999,Mountain View,Walton,Monticello,113.03,23,0,1
1999,NA,Average,1544,Central Air,1,3,2,1,7,0.163,110000,227900,337900,173000,03/20/2003,Mountain View,Walton,Monticello,113.03,23,0,1
1999,NA,Good,1304,Central Air,1,3,2,0,6,0.162,110000,212300,322300,205000,10/29/2012,Mountain View,Walton,Monticello,113.03,23,0,1
1999,NA,Good,1311,Central Air,1,2,2,0,6,0.162,110000,231400,341400,277000,07/12/2018,Mountain View,Walton,Monticello,113.03,23,0,1
1999,NA,Average,1400,Central Air,1,3,2,1,6,0.138,110000,211000,321000,236000,06/12/2017,Mountain View,Walton,Monticello,113.03,23,0,1
1999,NA,Average,1516,Central Air,1,3,2,1,6,0.186,110000,228900,338900,0,04/29/2020,Mountain View,Walton,Monticello,113.03,23,0,1
1998,NA,Good,2019,Central Air,1,3,2,1,6,0.169,110000,300300,410300,0,09/27/2018,Mountain View,Walton,Monticello,113.03,24,0,1
1998,NA,Average,1700,Central Air,1,3,2,0,6,0.144,110000,231300,341300,139900,06/02/1998,Mountain View,Walton,Monticello,113.03,24,0,1
1999,NA,Good,1420,Central Air,1,3,2,1,6,0.145,110000,227100,337100,255000,05/01/2018,Mountain View,Walton,Monticello,113.03,23,0,1
1999,NA,Average,1516,Central Air,1,3,2,1,6,0.137,110000,225700,335700,237500,10/04/2016,Mountain View,Walton,Monticello,113.03,23,0,1
1998,NA,Excellent,1810,Central Air,1,2,2,0,4,0.146,110000,288400,398400,325000,07/15/2020,Mountain View,Walton,Monticello,113.03,24,0,1
1998,NA,Good,1595,Central Air,1,3,2,1,6,0.188,110000,249400,359400,276000,04/30/2018,Mountain View,Walton,Monticello,113.03,24,0,1
1998,NA,Good,2154,Central Air,1,4,3,1,8,0.283,135000,365300,500300,410000,05/07/2018,Mountain View,Walton,Monticello,113.03,24,0,1
1998,NA,Average,2575,Central Air,1,5,2,1,10,0.331,135000,352500,487500,324900,06/23/2010,Mountain View,Walton,Monticello,113.03,24,0,1
1999,NA,Average,2301,Central Air,1,4,2,1,0,0.309,135000,328300,463300,354000,04/10/2008,Mountain View,Walton,Monticello,113.03,23,0,1
1999,NA,Average,2108,Central Air,1,4,2,1,7,0.257,135000,321400,456400,324000,05/28/2013,Mountain View,Walton,Monticello,113.03,23,0,1
1999,NA,Average,1653,Central Air,1,3,2,1,6,0.257,135000,294800,429800,0,07/21/2021,Mountain View,Walton,Monticello,113.03,23,0,1
1998,NA,Average,2840,Central Air,1,4,2,1,9,0.257,135000,386600,521600,329000,06/13/2005,Mountain View,Walton,Monticello,113.03,24,0,1
1998,NA,Average,2593,Central Air,1,3,1,5,7,0.258,135000,373900,508900,0,01/31/2014,Mountain View,Walton,Monticello,113.03,24,0,1
1999,NA,Average,2449,Central Air,1,3,2,1,7,0.296,135000,337900,472900,394000,12/28/2017,Mountain View,Walton,Monticello,113.01,23,0,1
1997,NA,Good,2016,Central Air,1,4,2,1,8,0.298,135000,306300,441300,0,09/10/2019,Mountain View,Walton,Monticello,113.01,25,0,1
1997,NA,Average,2378,Central Air,1,4,2,1,8,0.369,135000,341200,476200,185900,08/29/1997,Mountain View,Walton,Monticello,113.01,25,0,1
1997,NA,Good,2296,Central Air,1,4,2,1,7,0.293,135000,331600,466600,349900,05/20/2014,Mountain View,Walton,Monticello,113.01,25,0,1
1998,NA,Average,1824,Central Air,0,3,3,0,7,0.4,141800,305200,447000,161438,12/23/1997,Mountain View,Walton,Monticello,113.01,24,0,0
1998,NA,Average,2181,Central Air,1,3,2,0,6,0.444,155300,405000,560300,210820,03/02/1998,Mountain View,Walton,Monticello,113.01,24,0,1
1999,NA,Good,2280,Central Air,1,4,2,1,9,0.439,155300,382200,537500,0,01/21/2020,Mountain View,Walton,Monticello,113.01,23,0,1
1999,NA,Average,2453,Central Air,1,4,3,0,9,0.356,155300,397800,553100,221334,09/23/1999,Mountain View,Walton,Monticello,113.01,23,0,1
1997,NA,Average,2016,Central Air,1,4,2,1,7,0.443,155300,304500,459800,0,12/20/2013,Mountain View,Walton,Monticello,113.01,25,0,1
1998,NA,Average,1673,Central Air,1,3,2,1,7,0.453,141800,319300,461100,410000,08/19/2020,Mountain View,Walton,Monticello,113.01,24,0,1
1998,NA,Average,2251,Central Air,1,4,2,1,8,0.5,141800,319600,461400,0,06/03/2015,Mountain View,Walton,Monticello,113.01,24,0,1
1998,NA,Good,2339,Central Air,1,4,3,1,7,0.631,135000,413800,548800,427500,08/28/2018,Mountain View,Walton,Monticello,113.01,24,0,1
2006,NA,Average,3424,Central Air,1,4,3,1,10,0.61,200000,522700,722700,0,05/21/2008,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,2580,Central Air,1,4,3,1,8,0.48,200000,324900,524900,476000,12/03/2019,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,2817,Central Air,1,4,3,1,10,0.492,200000,443200,643200,0,03/29/2022,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,2575,Central Air,1,4,3,1,10,0.46,200000,377800,577800,469950,02/16/2006,Mountain View,Walton,Monticello,112.02,16,0,1
2005,NA,Average,3051,Central Air,1,4,4,1,10,0.667,200000,452100,652100,540450,11/15/2005,Mountain View,Walton,Monticello,112.02,17,0,1
2006,NA,Average,3451,Central Air,1,4,3,1,10,0.668,200000,534500,734500,564950,01/19/2006,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,2980,Central Air,1,5,5,1,10,0.506,200000,518900,718900,560291,05/12/2006,Mountain View,Walton,Monticello,112.02,16,0,1
2005,NA,Average,2575,Central Air,1,4,3,1,10,0.488,200000,436400,636400,499950,10/18/2005,Mountain View,Walton,Monticello,112.02,17,0,1
2006,NA,Average,2977,Central Air,1,4,3,1,10,0.481,200000,425800,625800,525300,08/19/2015,Mountain View,Walton,Monticello,112.02,16,0,1
2005,NA,Average,2575,Central Air,1,4,4,1,10,0.844,200000,440700,640700,0,03/22/2022,Mountain View,Walton,Monticello,112.02,17,0,1
2006,NA,Average,3420,Central Air,1,4,4,1,10,0.522,160000,587300,747300,579950,08/01/2006,Mountain View,Walton,Monticello,112.02,16,0,1
2005,NA,Average,2575,Central Air,1,4,4,0,10,0.632,184000,383400,567400,464125,06/21/2005,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,3051,Central Air,1,4,5,1,10,0.494,184000,478300,662300,511910,01/21/2005,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,2305,Central Air,1,4,4,1,10,0.472,184000,367700,551700,490000,05/12/2017,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,2797,Central Air,1,3,2,0,8,0.525,176000,413700,589700,0,08/21/2014,Mountain View,Walton,Monticello,112.02,17,0,1
2006,NA,Average,3051,Central Air,1,5,5,1,10,0.459,160000,491300,651300,517250,03/21/2014,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,2575,Central Air,1,4,3,1,10,0.459,184000,442100,626100,582500,04/13/2018,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,3424,Central Air,1,4,3,1,10,0.459,160000,566500,726500,589650,11/25/2014,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,3451,Central Air,1,4,4,1,10,0.459,184000,630600,814600,630000,08/14/2015,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,3051,Central Air,1,4,5,1,10,0.473,160000,506800,666800,520000,01/16/2019,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,2849,Central Air,1,4,4,1,10,0.459,184000,531100,715100,622460,01/10/2007,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,2575,Central Air,1,4,3,1,10,0.459,160000,401100,561100,559950,10/20/2006,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,3051,Central Air,1,5,4,1,10,0.464,184000,537400,721400,614000,04/12/2013,Mountain View,Walton,Monticello,112.02,16,0,1
2005,NA,Average,3051,Central Air,1,5,5,1,10,0.481,160000,512900,672900,555635,04/13/2005,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,2575,Central Air,1,4,4,1,10,0.473,160000,431100,591100,515000,06/17/2011,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,2817,Central Air,2,4,5,1,10,0.473,160000,478700,638700,619000,07/14/2015,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,2575,Central Air,1,4,4,1,10,0.484,160000,430700,590700,459950,06/17/2005,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,2596,Central Air,1,5,4,1,10,0.481,160000,392600,552600,0,02/18/2016,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,2538,Central Air,1,5,4,1,10,0.482,160000,459100,619100,518000,05/05/2014,Mountain View,Walton,Monticello,112.02,17,0,1
2005,2020,Average,2980,Central Air,1,4,5,1,10,0.489,160000,451100,611100,600000,01/26/2021,Mountain View,Walton,Monticello,112.02,17,1,1
2005,NA,Average,2849,Central Air,1,4,5,0,10,0.72,160000,449600,609600,510000,09/15/2008,Mountain View,Walton,Monticello,112.02,17,0,1
2006,NA,Average,4083,Central Air,1,5,3,1,10,0.541,160000,541400,701400,559000,01/25/2013,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,2772,Central Air,1,4,3,1,10,0.564,176000,402100,578100,516000,07/28/2020,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,2280,Central Air,1,4,3,1,10,0.52,176000,306800,482800,364315,02/15/2006,Mountain View,Walton,Monticello,112.02,16,0,1
2005,NA,Average,2884,Central Air,1,4,2,1,10,0.478,176000,439100,615100,563000,08/03/2017,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,2504,Central Air,1,4,3,1,8,1.352,178200,337100,515300,0,04/19/2022,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,2884,Central Air,1,4,2,1,10,0.668,176000,389500,565500,0,04/06/2010,Mountain View,Walton,Monticello,112.02,17,0,1
2006,NA,Average,3052,Central Air,2,3,2,0,8,0.797,184000,445000,629000,515000,04/20/2016,Mountain View,Walton,Monticello,112.02,16,0,1
2005,NA,Average,2631,Central Air,1,4,2,2,10,0.487,184000,386200,570200,510000,05/24/2017,Mountain View,Walton,Monticello,112.02,17,0,1
2006,NA,Good,2985,Central Air,1,4,3,1,11,0.543,184000,480900,664900,619000,06/20/2019,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,2699,Central Air,1,4,2,1,8,0.503,160000,373600,533600,428288,03/23/2006,Mountain View,Walton,Monticello,112.02,16,0,1
2005,NA,Average,2797,Central Air,1,3,3,0,8,0.471,160000,411600,571600,376025,12/22/2005,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,2866,Central Air,1,4,3,0,10,0.548,160000,410600,570600,419421,07/11/2005,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,2950,Central Air,1,4,3,1,10,0.492,160000,377900,537900,519000,07/01/2020,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,2832,Central Air,1,5,3,1,9,0.499,160000,397000,557000,439900,08/23/2010,Mountain View,Walton,Monticello,112.02,17,0,1
2006,NA,Average,3044,Central Air,1,5,4,1,10,0.474,160000,438800,598800,567500,03/22/2017,Mountain View,Walton,Monticello,112.02,16,0,1
2005,NA,Good,2884,Central Air,2,4,3,1,10,0.46,160000,488900,648900,650000,08/07/2019,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,2755,Central Air,1,4,3,0,11,0.478,160000,393200,553200,445000,02/01/2011,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,3855,Central Air,1,5,3,1,10,0.571,160000,563000,723000,599000,10/18/2011,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,2860,Central Air,1,4,4,1,10,0.563,160000,442500,602500,520000,05/29/2008,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Good,2284,Central Air,1,4,3,1,10,0.508,160000,368600,528600,586000,10/26/2021,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,2624,Central Air,1,4,3,0,10,0.524,160000,372400,532400,405000,01/23/2013,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,3035,Central Air,1,4,3,0,10,0.485,160000,450900,610900,569800,04/11/2016,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,2797,Central Air,2,3,3,0,8,0.464,160000,426400,586400,445000,08/02/2011,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,2280,Central Air,1,4,3,1,10,0.483,160000,381600,541600,515000,05/14/2018,Mountain View,Walton,Monticello,112.02,17,0,1
2006,NA,Average,2950,Central Air,1,4,2,1,10,0.502,160000,367800,527800,485000,04/17/2019,Mountain View,Walton,Monticello,112.02,16,0,1
2005,NA,Average,3320,Central Air,2,4,3,1,10,0.54,160000,487600,647600,585000,07/08/2020,Mountain View,Walton,Monticello,112.02,17,0,1
2005,2018,Good,2922,Central Air,1,4,2,1,10,0.529,160000,387200,547200,470000,05/24/2018,Mountain View,Walton,Monticello,112.02,17,1,1
2005,NA,Average,2922,Central Air,1,4,2,1,10,0.486,160000,350800,510800,475000,07/02/2019,Mountain View,Walton,Monticello,112.02,17,0,1
2006,NA,Average,2962,Central Air,1,4,2,1,8,0.598,160000,431600,591600,0,03/14/2022,Mountain View,Walton,Monticello,112.02,16,0,1
2005,NA,Excellent,2280,Central Air,1,4,3,1,10,0.668,160000,352600,512600,498000,08/20/2020,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,3124,Central Air,1,4,3,0,8,0.581,160000,445500,605500,461000,06/22/2015,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,2772,Central Air,1,4,3,1,10,0.468,160000,342900,502900,549950,08/20/2021,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,3204,Central Air,1,4,2,1,10,0.462,160000,423400,583400,520000,06/20/2018,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,2298,Central Air,1,4,2,1,8,0.6,160000,381200,541200,455000,08/31/2007,Mountain View,Walton,Monticello,112.02,17,0,1
2006,NA,Average,2797,Central Air,1,3,4,0,8,0.47,160000,395700,555700,525000,01/04/2021,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,2284,Central Air,1,3,2,1,10,0.46,160000,384500,544500,450000,05/21/2015,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,2772,Central Air,1,4,3,1,10,0.549,160000,372300,532300,0,04/27/2020,Mountain View,Walton,Monticello,112.02,16,0,1
2005,NA,Good,3220,Central Air,1,4,3,1,10,0.517,160000,479200,639200,575000,10/23/2018,Mountain View,Walton,Monticello,112.02,17,0,1
2004,NA,Average,2762,Central Air,1,4,4,0,10,0.627,160000,401000,561000,379950,05/05/2005,Mountain View,Walton,Monticello,112.02,18,0,1
2006,NA,Average,3154,Central Air,1,5,3,1,10,0.462,160000,535800,695800,605000,02/26/2018,Mountain View,Walton,Monticello,112.02,16,0,1
2005,NA,Average,2362,Central Air,1,3,3,1,6,0.495,160000,480400,640400,599000,10/20/2020,Mountain View,Walton,Monticello,112.02,17,0,1
2004,NA,Average,3204,Central Air,1,4,3,1,10,0.503,160000,430900,590900,449900,05/29/2014,Mountain View,Walton,Monticello,112.02,18,0,1
2005,NA,Average,2752,Central Air,2,4,3,1,10,0.55,160000,401000,561000,499000,06/04/2013,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,2754,Central Air,1,4,4,0,10,0.572,160000,347400,507400,490000,08/22/2008,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,2884,Central Air,1,5,3,0,10,0.581,160000,446600,606600,436606,09/15/2005,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,2950,Central Air,1,4,2,1,10,0.563,160000,384400,544400,414367,09/27/2005,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,2272,Central Air,1,4,2,1,10,0.507,160000,325000,485000,455000,05/22/2008,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,2802,Central Air,1,4,3,1,10,0.489,160000,365800,525800,474000,07/31/2017,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,2556,Central Air,1,4,3,0,10,0.52,160000,388300,548300,376050,06/10/2005,Mountain View,Walton,Monticello,112.02,17,0,1
2005,NA,Average,2951,Central Air,1,4,4,0,10,0.528,160000,357000,517000,448700,07/27/2018,Mountain View,Walton,Monticello,112.02,17,0,1
2007,NA,Average,2290,Central Air,1,5,3,1,8,0.459,144000,399600,543600,488200,03/12/2020,Mountain View,Walton,Monticello,112.02,15,0,1
2006,NA,Average,2422,Central Air,1,4,2,1,10,0.689,160000,326800,486800,367918,06/01/2006,Mountain View,Walton,Monticello,112.02,16,0,1
2005,NA,Average,2961,Central Air,1,4,2,1,8,0.501,160000,352600,512600,360000,03/06/2012,Mountain View,Walton,Monticello,112.02,17,0,1
2006,NA,Average,2770,Central Air,1,4,3,1,10,0.512,160000,350100,510100,419000,12/11/2014,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,2522,Central Air,1,4,2,1,8,0.474,160000,339200,499200,367571,04/07/2006,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,2421,Central Air,1,4,4,0,10,0.472,160000,325300,485300,500000,11/10/2021,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,2522,Central Air,1,4,2,1,8,0.504,160000,335800,495800,359056,03/24/2006,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,2280,Central Air,1,4,3,1,10,0.479,160000,300000,460000,341156,03/09/2006,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,2930,Central Air,1,4,3,1,10,0.482,160000,374000,534000,0,03/04/2022,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,2772,Central Air,1,4,3,1,10,0.47,160000,426900,586900,490000,11/13/2018,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,2940,Central Air,1,4,3,1,10,0.505,176000,441400,617400,472753,04/27/2006,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,2950,Central Air,1,4,3,1,10,0.508,176000,415900,591900,404411,02/23/2006,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,2860,Central Air,1,5,3,1,10,0.482,176000,447100,623100,465000,03/01/2012,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,3434,Central Air,1,6,5,1,10,1.047,176000,614100,790100,644000,11/13/2018,Mountain View,Walton,Monticello,112.02,16,0,1
2006,NA,Average,2884,Central Air,1,4,3,1,10,0.852,176000,463900,639900,515000,06/03/2009,Mountain View,Walton,Monticello,112.02,16,0,1
2005,NA,Good,2272,Central Air,1,4,2,1,10,0.46,160000,398200,558200,521000,12/10/2020,Mountain View,Walton,Monticello,112.02,17,0,1
